cas_number,label,table_link,db_id,indication
1350289-85-8,Guselkumab,2253X1905,,Indicated for the treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.
104987-11-3,Tacrolimus,2254X1633,DB00864,"For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was first approved by the FDA in 1994 for use in liver transplantation, this has been extended to include kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis."
,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,2254X1673,DB02243,
,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,2254X1710,DB03509,
,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID,2254X1804,,
865854-05-3,Tideglusib,2254X1914,,"Tideglusib was initially formulated for the treatment of Alzheimer and progressive supranuclear palsy.[A31601] The raising interest for the use of tideglusib comes from the significant upregulation of GSK-3 in the brain in patients with Alzheimer disease. Its function as a degradant of β-catenin, was also important, as it prevents the transcription of cell survival genes. All these factors have directed current research towards this kinase as a potential target.[A31603] Alzheimer disease is the most prevalent form of dementia. The most accepted hypothesis to explain this disease is related to the presence of amyloid β, which triggers a cascade that will alter the Tau protein and provoke synaptic dysfunction and neuronal death.[A31605]     GSK-3 importance in the tissue repair pathway has also pointed out a novel application for tideglusib. Thus, it is also under the research for the natural repair treatment of deep caries lesions.[A31602]"
59122-46-2,Misoprostol,2255X1635,DB00929,"Indicated for the treatment of ulceration (duodenal, gastric and NSAID induced) and prophylaxis for NSAID induced ulceration.  Misoprostol is also indicated for other uses that are not approved in Canada, including the medical termination of an intrauterine pregnancy used alone or in combination with methotrexate,as well as the induction of labour in a selected population of pregnant women with unfavourable cervices. This indication is avoided in women with prior uterine surgery or cesarean surgery due to an increased risk of possible uterine rupture. Misoprostol is also used for the prevention or treatment of serious postpartum hemorrhage."
611-73-4,Benzoylformic Acid,2255X1674,DB02279,
,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,2255X1709,DB03477,
98774-23-3,Tesmilifene,2255X1751,,Intended for the treatment of various forms of cancer.
,"OCTANE-1,3,5,7-TETRACARBOXYLIC ACID",2255X1837,,
58-20-8,Testosterone cypionate,2255X1952,DB13943,"Testosterone cypionate is used in males that present conditions derived from a deficiency or absence of endogenous testosterone. These conditions are 1) primary hypogonadism, defined as the testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome or orchidectomy; and 2) hypogonadotropic hypogonadism characterized by idiopathic gonadotropin, LHRH deficiency or pituitary-hypothalamic injury from tumors, trauma or radiation.[L1153]"
65277-42-1,Ketoconazole,2256X1638,DB01026,"For the treatment of the following systemic fungal infections: candidiasis, chronic mucocutaneous candidiasis, oral thrush, candiduria, blastomycosis, coccidioidomycosis, histoplasmosis, chromomycosis, and paracoccidioidomycosis."
,WRR-112,2256X1715,DB03691,
161832-65-1,Talampanel,2256X1753,,For the treatment of epilepsy.
,"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE",2256X1805,,
,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,2256X1838,,
125926-17-2,Sarpogrelate,2256X1915,,
7020-55-5,Clidinium,2257X1630,DB00771,"For the treatment of peptic ulcer disease and also to help relieve abdominal or stomach spasms or cramps due to colicky abdominal pain, diverticulitis, and irritable bowel syndrome."
,N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,2257X1670,DB02140,
,"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",2257X1709,DB03479,
,(2S)-2-(1H-indol-3-yl)pentanoic acid,2257X1795,,
,"4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE",2257X1828,,
68-23-5,Norethynodrel,2257X1866,,
56030-54-7,Sufentanil,2258X1628,DB00708,Used as an analgesic adjunct in anesthesia and as a primary anesthetic drug in procedures requiring assisted ventilation and in the relief of pain.
921-62-0,6-phospho-D-gluconic acid,2258X1668,DB02076,
,N-Cyclohexyltaurine,2258X1704,DB03309,
9005-49-6,Dalteparin,2258X1789,,"Dalteparin is used as a prophylaxis for deep-vein thrombosis and pulmonary embolisms in patients undergoing general surgery (e.g., abdominal, gynecologic, urologic), and in patients with acute medical conditions (e.g. cancer, bed rest, heart failure, severe lung disease). It is also used in patients who have severely restricted mobility, which poses a risk for thromboembolic complications.     Dalteparin is also used concomitantly with aspirin and/or other therapy (e.g., nitrates, β-adrenergic blockers, clopidogrel, platelet glycoprotein [GP] IIb/IIIa-receptor inhibitors) to reduce the risk of acute cardiac ischemic events. The patients who undergo this treatment combination have unstable angina or non-ST-segment elevation/non-Q-wave myocardial infarction (i.e., non-ST-segment elevation acute coronary syndromes).    It is also used in the prevention of clotting during hemodialysis and hemofiltration in connection with acute renal failure or chronic renal insufficiency."
,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",2258X1823,,
121249-14-7,Corticorelin ovine triflutate,2258X1857,,Corticorelin is indicated for use in differentiating pituitary and ectopic production of ACTH in patients with ACTH-dependent Cushing's syndrome.
548-73-2,Droperidol,2259X1620,DB00450,Droperidol is ssed to produce tranquilization and to reduce the incidence of nausea and vomiting in surgical and diagnostic procedures.
153-18-4,Rutin,2259X1657,DB01698,
,Deamido-Nad+,2259X1727,DB04099,
,ABX-PTH,2259X1773,,Investigated for use/treatment in chronic renal failure and parathyroid disorders.
,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,2259X1815,,
,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,2259X1848,,
51-48-9,Levothyroxine,2260X1620,DB00451,"For use alone or in combination with antithyroid agents to treat hypothyroidism, goiter, chronic lymphocytic thyroiditis, myxedema coma, and stupor."
2616-64-0,UDP-alpha-D-glucuronic acid,2260X1696,DB03041,
,Methylumbelliferyl Chitotriose,2260X1732,DB04268,
198481-32-2,Bazedoxifene,2260X1781,,Investigated for use/treatment in osteoporosis and menopause.
,3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,2260X1817,,
322-79-2,Triflusal,2260X1850,,"Triflusal is indicated as prophylaxis of thromboembolic disorders.[L1185] It has been registered in Spain and in other countries of Europe, South America and South Korea for the prevention of Stroke and myocardial infarction.[T93]"
11056-06-7,Bleomycin,2261X1615,DB00290,"For palliative treatment in the management malignant neoplasm (trachea, bronchus, lung), squamous cell carcinoma, and lymphomas."
,SC-74020,2261X1655,DB01630,
,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",2261X1690,DB02838,
,OPC-14523,2261X1764,,"Investigated for use/treatment in bulimia, depression, and obsessive-compulsive disorders."
214745-43-4,Efalizumab,2262X1607,DB00095,"For the treatment of adult patients with moderate to severe chronic plaque psoriasis, who are candidates for phototherapy or systemic therapy."
138890-62-7,Brinzolamide,2262X1641,DB01194,For the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma.
,XL418,2262X1757,,Cancer
,N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE,2262X1800,,
,3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL,2262X1833,,
574-12-9,Isoflavone,2262X1908,,Indicated for over-the-counter use as a dietary supplement for increasing bone density and regulating blood fat.
122852-42-0,Alosetron,2263X1634,DB00969,Only for the treatment of symptoms of severe diarrhea-predominant irritable bowel syndrome (IBS) in women with chronic symptoms (generally lasting greater than 6 months) who does not present with anatomic or biochemical GI abnormalities and have not responded to conventional therapy.
212844-53-6,Purvalanol A,2263X1744,,
,"N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide",2263X1797,,
,"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID",2263X1829,,
109319-16-6,Vonicog Alfa,2263X1934,,"Vonicog alfa is indicated for the on-demand treatment and control of bleeding episodes in adults previously diagnosed with von Willebrand disease.[L1866] Vonicog alfa contains only the vWF and thus, its administration offers the flexibility to administer the coagulation factor VIII if needed. The von Willebrand disease is an inherited disorder characterized by the deficiency or misfunction of the von Willebrand factor (vWF). Due to this deficiency, the blood cannot clot properly and the patients that present this disease are prone to prolonged or excessive bleeding. There are three types of this disease, and type 3 is an autosomal recessive inherited disorder marked by very low or absent levels of vWF.[L1867]"
220402-83-5,AL7089A,2264X1670,DB02220,
,"1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3",2264X1706,DB03451,
,"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",2264X1740,,
,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,2264X1822,,
89226-50-6,Manidipine,2264X1860,,For the treatment of hypertension.
120014-06-4,Donepezil,2265X1630,DB00843,For the palliative treatment of mild to moderate dementia of the Alzheimer's type.
,4-Methylpiperazin-1-Yl Carbonyl Group,2265X1735,DB04451,
163521-12-8,Vilazodone,2265X1784,,"Vilazodone is approved for treatment of acute episodes of major depression. Labeling of vilazodone describes an increased risk of suicidal thoughts in children, adolescents and young adults. The use of vilazodone in pediatrics is not indicated. Its use with monoamine oxidase inhibitors (MAOI) is contraindicated due to increased risk of serotonin syndome. Once the MAOI is discontinued, a 14-day washout period must pass before starting vilazodone."
943319-70-8,Ponatinib,2265X1850,DB08901,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy."
19216-56-9,Prazosin,1866X1622,DB00457,"For treatment of hypertension, symptomatic benign prostatic hyperplasia, and severe congestive heart failure. May also be used alone or in combination with &beta;-blockers in the preoperative management of signs and symptoms of pheochromocytoma."
,Bis(5-Amidino-Benzimidazolyl)Methane,1866X1659,DB01705,
59-56-3,alpha-D-glucose-1-phosphate,1866X1692,DB02843,
,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,1866X1735,DB04307,
1057249-41-8,SNS-314,1866X1778,DB06134,Investigated for use/treatment in solid tumors.
51384-51-1,Metoprolol,1867X1616,DB00264,"For the management of acute myocardial infarction, angina pectoris, heart failure and mild to moderate hypertension. May be used to treat supraventricular and tachyarrhythmias and as prophylaxis for migraine headaches."
552-94-3,Salsalate,1867X1650,,"For relief of the signs and symptoms of rheumatoid arthritis, osteoarthritis and related rheumatic disorders."
,NOX-700,1867X1767,,Investigated for use/treatment in diabetes mellitus (type 2).
,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",1867X1813,,
,"6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline",1867X1845,,
58-08-2,Caffeine,1868X1614,DB00201,"For management of fatigue, orthostatic hypotension, and for the short term treatment of apnea of prematurity in infants."
77-02-1,Aprobarbital,1868X1649,,
,Diethylphosphono Group,1868X1691,DB02811,
,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",1868X1726,DB04006,
753449-67-1,Ronacaleret,1868X1762,,Post-menopausal women with osteoporosis
,"5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide",1868X1807,,
,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",1868X1839,,
138068-37-8,Lepirudin,1869X1608,DB00001,For the treatment of heparin-induced thrombocytopenia
364-62-5,Metoclopramide,1869X1646,DB01233,"For the treatment of gastroesophageal reflux disease (GERD). It is also used in treating nausea and vomiting, and to increase gastric emptying."
,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",1869X1719,DB03772,
122898-67-3,Itopride,1869X1753,,Investigated for use/treatment in gastrointestinal diseases and disorders (miscellaneous).
,"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",1869X1801,,
145155-23-3,Interferon beta-1b,1870X1610,DB00068,Interferon beta-1b is a drug used for the treatment of relapsing/remitting multiple sclerosis. It has been shown to slow the advance of the disease as well as to decrease the frequency of attacks.
55-65-2,Guanethidine,1870X1644,DB01170,"For the treatment of moderate and severe hypertension, either alone or as an adjunct, and for the treatment of renal hypertension."
,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,1870X1720,DB03809,
,C31G,1870X1765,,"Investigated for use/treatment in contraception, HIV infection, and prevention of stdis."
,2-NONYL-4-HYDROXYQUINOLINE N-OXIDE,1870X1841,,
91374-21-9,Ropinirole,1871X1616,DB00268,For the treatment of the signs and symptoms of idiopathic Parkinson's disease. Also used for the treatment of restless legs syndrome.
56-29-1,Hexobarbital,1871X1649,DB01355,"For the induction of anesthesia prior to the use of other general anesthetic agents and for induction of anesthesia for short surgical, diagnostic, or therapeutic procedures associated with minimal painful stimuli."
14636-12-5,Terlipressin,1871X1686,DB02638,Commonly used to stop bleeding of varices in the food pipe (oesophagus).
,Carboxymycobactin T,1871X1727,DB04043,
,(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide,1871X1808,,
,1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,1871X1840,,
488712-31-8,Hyaluronidase,1872X1610,DB00070,For increase of absorption and distribution of other injected drugs and for rehydration.
13647-35-3,Trilostane,1872X1642,DB01108,Used in the treatment of Cushing's syndrome. It is normally used in short-term treatment until permanent therapy is possible.
,L-methionine (S)-S-oxide,1872X1681,DB02467,
,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",1872X1721,DB03844,
13494-90-1,Gallium nitrate,1872X1762,,For the treatment of hypercalcemia. Also intended for the treatment of non-hodgkin's lymphoma.
,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",1872X1805,,
,"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",1872X1837,,
7512-17-6,N-Acetylglucosamine,1873X1612,DB00141,"For the treatment and prevention of osteoarthritis, by itself or in combination with chondroitin sulfate."
78755-81-4,Flumazenil,1873X1645,DB01205,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures."
485-84-7,Adenosine 5'-phosphosulfate,1873X1717,DB03708,
,RP101,1873X1756,,"Investigated for use/treatment in adverse effects (chemotherapy), chemotherapy, and pancreatic cancer."
,"3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE",1873X1805,,
,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",1873X1838,,
17692-51-2,Metergoline,1873X1949,,
443-48-1,Metronidazole,1874X1636,DB00916,"For the treatment of anaerobic infections and mixed infections, surgical prophylaxis requiring anaerobic coverage, Clostridium difficile-associated diarrhea and colitis, Helicobacter pylori infection and duodenal ulcer disease, bacterial vaginosis, Giardia lamblia gastro-enteritis, amebiasis caused by Entamoeba histolytica, acne rosacea (topical treatment), and Trichomonas infections."
530-78-9,Flufenamic Acid,1874X1675,DB02266,
