Source_label,:TYPE,Target_label,HSA,Bliss,Loewe,ZIP
Panobinostat,HAS_ANTAGONISM_WITH,Selisistat,0.87,-1.07,-12.95,-0.92
Verubecestat,HAS_ANTAGONISM_WITH,Panobinostat,4.78,-0.48,-7.44,-1.21
Panobinostat,HAS_ANTAGONISM_WITH,Verubecestat,4.78,-0.48,-7.44,-1.21
Sarpogrelate,HAS_SYNERGISM_WITH,Vorinostat,1.6,11.32,-4.02,8.72
Vorinostat,HAS_SYNERGISM_WITH,Sarpogrelate,1.6,11.32,-4.02,8.72
Sarpogrelate,HAS_SYNERGISM_WITH,Reserpine,8.44,10.06,1.27,8.17
Reserpine,HAS_SYNERGISM_WITH,Sarpogrelate,8.44,10.06,1.27,8.17
Sarpogrelate,HAS_SYNERGISM_WITH,Methylene blue,5.15,11.94,-0.98,7.96
Methylene blue,HAS_SYNERGISM_WITH,Sarpogrelate,5.15,11.94,-0.98,7.96
Miglustat,HAS_ANTAGONISM_WITH,Entacapone,-6.85,-22.05,-6.85,-22.05
Entacapone,HAS_ANTAGONISM_WITH,Miglustat,-6.85,-22.05,-6.85,-22.05
Miglustat,HAS_ANTAGONISM_WITH,Acitretin,-29.7,-39.62,-29.74,-39.62
Acitretin,HAS_ANTAGONISM_WITH,Miglustat,-29.7,-39.62,-29.74,-39.62
Miglustat,HAS_ANTAGONISM_WITH,Levetiracetam,-5.3,-19.93,-5.31,-19.93
Levetiracetam,HAS_ANTAGONISM_WITH,Miglustat,-5.3,-19.93,-5.31,-19.93
Miglustat,HAS_ANTAGONISM_WITH,Nabilone,3.25,-8.35,3.25,-8.35
Nabilone,HAS_ANTAGONISM_WITH,Miglustat,3.25,-8.35,3.25,-8.35
Miglustat,HAS_ANTAGONISM_WITH,Topiramate,3.89,-11.95,3.88,-11.95
Topiramate,HAS_ANTAGONISM_WITH,Miglustat,3.89,-11.95,3.88,-11.95
Miglustat,HAS_SYNERGISM_WITH,Imatinib,5.77,4.35,5.71,4.35
Imatinib,HAS_SYNERGISM_WITH,Miglustat,5.77,4.35,5.71,4.35
Miglustat,HAS_SYNERGISM_WITH,Vorinostat,4.44,3.89,4.37,3.89
Vorinostat,HAS_SYNERGISM_WITH,Miglustat,4.44,3.89,4.37,3.89
Miglustat,HAS_SYNERGISM_WITH,Dexmedetomidine,16.34,1.83,16.34,1.83
Dexmedetomidine,HAS_SYNERGISM_WITH,Miglustat,16.34,1.83,16.34,1.83
Miglustat,HAS_ANTAGONISM_WITH,Iloprost,-1.56,-16.05,-1.56,-16.05
Iloprost,HAS_ANTAGONISM_WITH,Miglustat,-1.56,-16.05,-1.56,-16.05
Miglustat,HAS_ANTAGONISM_WITH,Nateglinide,-7.25,-21.21,-7.25,-21.21
Nateglinide,HAS_ANTAGONISM_WITH,Miglustat,-7.25,-21.21,-7.25,-21.21
Miglustat,HAS_SYNERGISM_WITH,Fluvoxamine,23.68,8.11,23.66,8.11
Fluvoxamine,HAS_SYNERGISM_WITH,Miglustat,23.68,8.11,23.66,8.11
Miglustat,HAS_ANTAGONISM_WITH,Sunitinib,10.95,-3.28,10.92,-3.28
Sunitinib,HAS_ANTAGONISM_WITH,Miglustat,10.95,-3.28,10.92,-3.28
Miglustat,HAS_ANTAGONISM_WITH,Sulfinpyrazone,-11.09,-26.9,-11.09,-26.9
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Miglustat,-11.09,-26.9,-11.09,-26.9
Miglustat,HAS_ANTAGONISM_WITH,Sumatriptan,-6.29,-21.8,-6.29,-21.8
Sumatriptan,HAS_ANTAGONISM_WITH,Miglustat,-6.29,-21.8,-6.29,-21.8
Miglustat,HAS_ANTAGONISM_WITH,Naltrexone,-11.99,-26.49,-11.99,-26.49
Naltrexone,HAS_ANTAGONISM_WITH,Miglustat,-11.99,-26.49,-11.99,-26.49
Miglustat,HAS_ANTAGONISM_WITH,Dextromethorphan,-5.26,-15.18,-5.26,-15.18
Dextromethorphan,HAS_ANTAGONISM_WITH,Miglustat,-5.26,-15.18,-5.26,-15.18
Miglustat,HAS_ANTAGONISM_WITH,Terazosin,-7.62,-21.33,-7.62,-21.33
Terazosin,HAS_ANTAGONISM_WITH,Miglustat,-7.62,-21.33,-7.62,-21.33
Miglustat,HAS_ANTAGONISM_WITH,Thalidomide,-0.25,-15.04,-0.25,-15.04
Thalidomide,HAS_ANTAGONISM_WITH,Miglustat,-0.25,-15.04,-0.25,-15.04
Miglustat,HAS_ANTAGONISM_WITH,Enalaprilat,-4.01,-19.66,-4.01,-19.66
Enalaprilat,HAS_ANTAGONISM_WITH,Miglustat,-4.01,-19.66,-4.01,-19.66
Miglustat,HAS_ANTAGONISM_WITH,Tetracycline,4.42,-10.99,4.41,-10.99
Tetracycline,HAS_ANTAGONISM_WITH,Miglustat,4.42,-10.99,4.41,-10.99
Miglustat,HAS_ANTAGONISM_WITH,Phenprocoumon,-0.33,-14.83,-0.34,-14.83
Phenprocoumon,HAS_ANTAGONISM_WITH,Miglustat,-0.33,-14.83,-0.34,-14.83
Miglustat,HAS_SYNERGISM_WITH,Teriflunomide,27.56,14.31,27.55,14.31
Teriflunomide,HAS_SYNERGISM_WITH,Miglustat,27.56,14.31,27.55,14.31
Miglustat,HAS_ANTAGONISM_WITH,Aliskiren,0.56,-15.37,0.54,-15.37
Aliskiren,HAS_ANTAGONISM_WITH,Miglustat,0.56,-15.37,0.54,-15.37
Miglustat,HAS_ANTAGONISM_WITH,Tolazoline,-4.81,-16.37,-4.81,-16.37
Tolazoline,HAS_ANTAGONISM_WITH,Miglustat,-4.81,-16.37,-4.81,-16.37
Miglustat,HAS_ANTAGONISM_WITH,Tranexamic Acid,-9.63,-21.92,-9.65,-21.92
Tranexamic Acid,HAS_ANTAGONISM_WITH,Miglustat,-9.63,-21.92,-9.65,-21.92
Miglustat,HAS_ANTAGONISM_WITH,Itraconazole,-12.8,-28.75,-12.81,-28.75
Itraconazole,HAS_ANTAGONISM_WITH,Miglustat,-12.8,-28.75,-12.81,-28.75
Miglustat,HAS_ANTAGONISM_WITH,Tranylcypromine,-5.75,-18.95,-5.75,-18.95
Tranylcypromine,HAS_ANTAGONISM_WITH,Miglustat,-5.75,-18.95,-5.75,-18.95
Miglustat,HAS_ANTAGONISM_WITH,Trazodone,1.06,-14.03,1.05,-14.03
Trazodone,HAS_ANTAGONISM_WITH,Miglustat,1.06,-14.03,1.05,-14.03
Miglustat,HAS_ANTAGONISM_WITH,Triamterene,10.28,-4.4,10.28,-4.4
Triamterene,HAS_ANTAGONISM_WITH,Miglustat,10.28,-4.4,10.28,-4.4
Miglustat,HAS_ANTAGONISM_WITH,Trifluoperazine,-11.91,-27.71,-11.93,-27.71
Trifluoperazine,HAS_ANTAGONISM_WITH,Miglustat,-11.91,-27.71,-11.93,-27.71
Miglustat,HAS_ANTAGONISM_WITH,Triflupromazine,-10.17,-25.37,-10.19,-25.37
Triflupromazine,HAS_ANTAGONISM_WITH,Miglustat,-10.17,-25.37,-10.19,-25.37
Miglustat,HAS_ANTAGONISM_WITH,Trihexyphenidyl,-8.22,-23.83,-8.24,-23.83
Trihexyphenidyl,HAS_ANTAGONISM_WITH,Miglustat,-8.22,-23.83,-8.24,-23.83
Miglustat,HAS_ANTAGONISM_WITH,Trimethoprim,-8.93,-24.36,-8.94,-24.36
Trimethoprim,HAS_ANTAGONISM_WITH,Miglustat,-8.93,-24.36,-8.94,-24.36
Miglustat,HAS_ANTAGONISM_WITH,Ranolazine,11.34,-3.39,11.33,-3.39
Ranolazine,HAS_ANTAGONISM_WITH,Miglustat,11.34,-3.39,11.33,-3.39
Miglustat,HAS_ANTAGONISM_WITH,Zafirlukast,-11.57,-27.23,-11.59,-27.23
Zafirlukast,HAS_ANTAGONISM_WITH,Miglustat,-11.57,-27.23,-11.59,-27.23
Miglustat,HAS_ANTAGONISM_WITH,Zaleplon,-9.07,-24.35,-9.07,-24.35
Zaleplon,HAS_ANTAGONISM_WITH,Miglustat,-9.07,-24.35,-9.07,-24.35
Miglustat,HAS_ANTAGONISM_WITH,Zonisamide,-12.82,-26.8,-12.83,-26.8
Zonisamide,HAS_ANTAGONISM_WITH,Miglustat,-12.82,-26.8,-12.83,-26.8
Miglustat,HAS_SYNERGISM_WITH,Prednisolone,12.52,8.98,12.47,8.98
Prednisolone,HAS_SYNERGISM_WITH,Miglustat,12.52,8.98,12.47,8.98
Miglustat,HAS_SYNERGISM_WITH,Epinephrine,7.37,6.01,7.32,6.01
Epinephrine,HAS_SYNERGISM_WITH,Miglustat,7.37,6.01,7.32,6.01
Miglustat,HAS_ANTAGONISM_WITH,Carbachol,-12.58,-27.55,-12.58,-27.55
Carbachol,HAS_ANTAGONISM_WITH,Miglustat,-12.58,-27.55,-12.58,-27.55
Miglustat,HAS_ANTAGONISM_WITH,Spironolactone,-0.55,-15.62,-0.57,-15.62
Spironolactone,HAS_ANTAGONISM_WITH,Miglustat,-0.55,-15.62,-0.57,-15.62
Miglustat,HAS_ANTAGONISM_WITH,Liothyronine,-4.6,-20.15,-4.6,-20.15
Liothyronine,HAS_ANTAGONISM_WITH,Miglustat,-4.6,-20.15,-4.6,-20.15
Miglustat,HAS_ANTAGONISM_WITH,Ethinyl Estradiol,-6.18,-22.09,-6.18,-22.09
Ethinyl Estradiol,HAS_ANTAGONISM_WITH,Miglustat,-6.18,-22.09,-6.18,-22.09
Miglustat,HAS_ANTAGONISM_WITH,Testosterone,-15.58,-31.53,-15.6,-31.53
Testosterone,HAS_ANTAGONISM_WITH,Miglustat,-15.58,-31.53,-15.6,-31.53
Miglustat,HAS_ANTAGONISM_WITH,Tetrabenazine,-8.05,-23.57,-8.05,-23.57
Tetrabenazine,HAS_ANTAGONISM_WITH,Miglustat,-8.05,-23.57,-8.05,-23.57
Miglustat,HAS_ANTAGONISM_WITH,Zileuton,-8.68,-22.47,-8.69,-22.47
Zileuton,HAS_ANTAGONISM_WITH,Miglustat,-8.68,-22.47,-8.69,-22.47
Miglustat,HAS_ANTAGONISM_WITH,Clopidogrel,-11.89,-25.88,-11.89,-25.88
Clopidogrel,HAS_ANTAGONISM_WITH,Miglustat,-11.89,-25.88,-11.89,-25.88
Miglustat,HAS_ANTAGONISM_WITH,Tiagabine,-12.54,-26.78,-12.56,-26.78
Tiagabine,HAS_ANTAGONISM_WITH,Miglustat,-12.54,-26.78,-12.56,-26.78
Miglustat,HAS_ANTAGONISM_WITH,Ibutilide,4.93,-10.24,4.93,-10.24
Ibutilide,HAS_ANTAGONISM_WITH,Miglustat,4.93,-10.24,4.93,-10.24
Miglustat,HAS_ANTAGONISM_WITH,Aripiprazole,-12.43,-26.84,-12.45,-26.84
Aripiprazole,HAS_ANTAGONISM_WITH,Miglustat,-12.43,-26.84,-12.45,-26.84
Miglustat,HAS_ANTAGONISM_WITH,Proguanil,-9.33,-22.52,-9.33,-22.52
Proguanil,HAS_ANTAGONISM_WITH,Miglustat,-9.33,-22.52,-9.33,-22.52
Miglustat,HAS_ANTAGONISM_WITH,Cytarabine,-0.28,-0.68,-0.35,-0.68
Cytarabine,HAS_ANTAGONISM_WITH,Miglustat,-0.28,-0.68,-0.35,-0.68
Miglustat,HAS_ANTAGONISM_WITH,Ivermectin,-6.76,-15.19,-6.76,-15.19
Ivermectin,HAS_ANTAGONISM_WITH,Miglustat,-6.76,-15.19,-6.76,-15.19
Miglustat,HAS_ANTAGONISM_WITH,Palonosetron,-6.97,-21.21,-6.97,-21.21
Palonosetron,HAS_ANTAGONISM_WITH,Miglustat,-6.97,-21.21,-6.97,-21.21
Miglustat,HAS_SYNERGISM_WITH,Everolimus,15.66,9.16,15.6,9.16
Everolimus,HAS_SYNERGISM_WITH,Miglustat,15.66,9.16,15.6,9.16
Miglustat,HAS_SYNERGISM_WITH,Oseltamivir,23.38,8.43,23.38,8.43
Oseltamivir,HAS_SYNERGISM_WITH,Miglustat,23.38,8.43,23.38,8.43
Miglustat,HAS_ANTAGONISM_WITH,Trilostane,-9.48,-24.91,-9.48,-24.91
Trilostane,HAS_ANTAGONISM_WITH,Miglustat,-9.48,-24.91,-9.48,-24.91
Miglustat,HAS_ANTAGONISM_WITH,Propylthiouracil,-5.6,-20.56,-5.6,-20.56
Propylthiouracil,HAS_ANTAGONISM_WITH,Miglustat,-5.6,-20.56,-5.6,-20.56
Miglustat,HAS_ANTAGONISM_WITH,Etomidate,-7.1,-20.61,-7.1,-20.61
Etomidate,HAS_ANTAGONISM_WITH,Miglustat,-7.1,-20.61,-7.1,-20.61
Miglustat,HAS_ANTAGONISM_WITH,Mercaptopurine,-5.13,-20.19,-5.15,-20.19
Mercaptopurine,HAS_ANTAGONISM_WITH,Miglustat,-5.13,-20.19,-5.15,-20.19
Miglustat,HAS_ANTAGONISM_WITH,Dopamine,5.1,-10.69,5.1,-10.69
Dopamine,HAS_ANTAGONISM_WITH,Miglustat,5.1,-10.69,5.1,-10.69
Miglustat,HAS_ANTAGONISM_WITH,Sertraline,-6.47,-21.79,-6.49,-21.79
Sertraline,HAS_ANTAGONISM_WITH,Miglustat,-6.47,-21.79,-6.49,-21.79
Miglustat,HAS_ANTAGONISM_WITH,Isosorbide Dinitrate,-12.25,-28.19,-12.25,-28.19
Isosorbide Dinitrate,HAS_ANTAGONISM_WITH,Miglustat,-12.25,-28.19,-12.25,-28.19
Miglustat,HAS_SYNERGISM_WITH,Dantrolene,19.46,6.74,19.44,6.74
Dantrolene,HAS_SYNERGISM_WITH,Miglustat,19.46,6.74,19.44,6.74
Miglustat,HAS_ANTAGONISM_WITH,Cisapride,-10.3,-25.66,-10.3,-25.66
Cisapride,HAS_ANTAGONISM_WITH,Miglustat,-10.3,-25.66,-10.3,-25.66
Miglustat,HAS_ANTAGONISM_WITH,Dutasteride,-8.13,-21.83,-8.13,-21.83
Dutasteride,HAS_ANTAGONISM_WITH,Miglustat,-8.13,-21.83,-8.13,-21.83
Miglustat,HAS_ANTAGONISM_WITH,Acamprosate,-14.05,-28.66,-14.07,-28.66
Acamprosate,HAS_ANTAGONISM_WITH,Miglustat,-14.05,-28.66,-14.07,-28.66
Miglustat,HAS_SYNERGISM_WITH,Atovaquone,20.28,6.66,20.28,6.66
Atovaquone,HAS_SYNERGISM_WITH,Miglustat,20.28,6.66,20.28,6.66
Miglustat,HAS_ANTAGONISM_WITH,Rosiglitazone,0.96,-12.88,0.96,-12.88
Rosiglitazone,HAS_ANTAGONISM_WITH,Miglustat,0.96,-12.88,0.96,-12.88
Miglustat,HAS_ANTAGONISM_WITH,Methylergometrine,-11.52,-26.78,-11.52,-26.78
Methylergometrine,HAS_ANTAGONISM_WITH,Miglustat,-11.52,-26.78,-11.52,-26.78
Miglustat,HAS_ANTAGONISM_WITH,Cevimeline,5.45,-9.64,5.45,-9.64
Cevimeline,HAS_ANTAGONISM_WITH,Miglustat,5.45,-9.64,5.45,-9.64
Miglustat,HAS_ANTAGONISM_WITH,Argatroban,-7.01,-22.51,-7.01,-22.51
Argatroban,HAS_ANTAGONISM_WITH,Miglustat,-7.01,-22.51,-7.01,-22.51
Miglustat,HAS_SYNERGISM_WITH,Azacitidine,3.74,3.19,3.68,3.19
Azacitidine,HAS_SYNERGISM_WITH,Miglustat,3.74,3.19,3.68,3.19
Miglustat,HAS_ANTAGONISM_WITH,Galantamine,-10.31,-22.99,-10.31,-22.99
Galantamine,HAS_ANTAGONISM_WITH,Miglustat,-10.31,-22.99,-10.31,-22.99
Miglustat,HAS_ANTAGONISM_WITH,Armodafinil,-10.85,-25.23,-10.85,-25.23
Armodafinil,HAS_ANTAGONISM_WITH,Miglustat,-10.85,-25.23,-10.85,-25.23
Sibutramine,HAS_SYNERGISM_WITH,Panobinostat,-1.78,-5.45,-5.24,1.88
Panobinostat,HAS_SYNERGISM_WITH,Sibutramine,-1.78,-5.45,-5.24,1.88
Sotalol,HAS_SYNERGISM_WITH,Panobinostat,1.71,4.13,-3.94,4.98
Panobinostat,HAS_SYNERGISM_WITH,Sotalol,1.71,4.13,-3.94,4.98
Quercetin,HAS_ANTAGONISM_WITH,Panobinostat,-1.99,-9.48,-8.08,-7.62
Panobinostat,HAS_ANTAGONISM_WITH,Quercetin,-1.99,-9.48,-8.08,-7.62
Dinoprostone,HAS_ANTAGONISM_WITH,Panobinostat,-0.66,3.55,-17.82,-1.13
Panobinostat,HAS_ANTAGONISM_WITH,Dinoprostone,-0.66,3.55,-17.82,-1.13
Calcitriol,HAS_ANTAGONISM_WITH,Panobinostat,-4.05,-9.94,-14.5,-7.68
Panobinostat,HAS_ANTAGONISM_WITH,Calcitriol,-4.05,-9.94,-14.5,-7.68
Alprostadil,HAS_ANTAGONISM_WITH,Panobinostat,-5.85,-4.8,-8.52,-1.55
Panobinostat,HAS_ANTAGONISM_WITH,Alprostadil,-5.85,-4.8,-8.52,-1.55
Genistein,HAS_ANTAGONISM_WITH,Panobinostat,-1.42,-8.07,-18.37,-5.33
Panobinostat,HAS_ANTAGONISM_WITH,Genistein,-1.42,-8.07,-18.37,-5.33
Budesonide,HAS_ANTAGONISM_WITH,Panobinostat,2.02,-4.99,-2.23,-5.78
Panobinostat,HAS_ANTAGONISM_WITH,Budesonide,2.02,-4.99,-2.23,-5.78
Mycophenolate mofetil,HAS_SYNERGISM_WITH,Panobinostat,10.57,12.74,8.47,13.54
Panobinostat,HAS_SYNERGISM_WITH,Mycophenolate mofetil,10.57,12.74,8.47,13.54
Entacapone,HAS_ANTAGONISM_WITH,Acitretin,3.57,-6.08,3.56,-6.08
Acitretin,HAS_ANTAGONISM_WITH,Entacapone,3.57,-6.08,3.56,-6.08
Entacapone,HAS_ANTAGONISM_WITH,Levetiracetam,-10.27,-24.24,-10.29,-24.24
Levetiracetam,HAS_ANTAGONISM_WITH,Entacapone,-10.27,-24.24,-10.29,-24.24
Entacapone,HAS_ANTAGONISM_WITH,Nabilone,-3.71,-15.6,-3.71,-15.6
Nabilone,HAS_ANTAGONISM_WITH,Entacapone,-3.71,-15.6,-3.71,-15.6
Entacapone,HAS_ANTAGONISM_WITH,Topiramate,3.84,-10.45,3.84,-10.45
Topiramate,HAS_ANTAGONISM_WITH,Entacapone,3.84,-10.45,3.84,-10.45
Entacapone,HAS_ANTAGONISM_WITH,Imatinib,-84.22,-85.76,-84.23,-85.76
Imatinib,HAS_ANTAGONISM_WITH,Entacapone,-84.22,-85.76,-84.23,-85.76
Entacapone,HAS_SYNERGISM_WITH,Vorinostat,3.1,2.38,3.08,2.38
Vorinostat,HAS_SYNERGISM_WITH,Entacapone,3.1,2.38,3.08,2.38
Entacapone,HAS_ANTAGONISM_WITH,Dexmedetomidine,6.23,-8.47,6.21,-8.47
Dexmedetomidine,HAS_ANTAGONISM_WITH,Entacapone,6.23,-8.47,6.21,-8.47
Entacapone,HAS_ANTAGONISM_WITH,Iloprost,-3.23,-18.07,-3.23,-18.07
Iloprost,HAS_ANTAGONISM_WITH,Entacapone,-3.23,-18.07,-3.23,-18.07
Entacapone,HAS_ANTAGONISM_WITH,Nateglinide,-7.03,-21.34,-7.04,-21.34
Nateglinide,HAS_ANTAGONISM_WITH,Entacapone,-7.03,-21.34,-7.04,-21.34
Entacapone,HAS_ANTAGONISM_WITH,Fluvoxamine,-14.18,-28.23,-14.19,-28.23
Fluvoxamine,HAS_ANTAGONISM_WITH,Entacapone,-14.18,-28.23,-14.19,-28.23
Entacapone,HAS_ANTAGONISM_WITH,Sunitinib,-11.47,-25.24,-11.49,-25.24
Sunitinib,HAS_ANTAGONISM_WITH,Entacapone,-11.47,-25.24,-11.49,-25.24
Entacapone,HAS_ANTAGONISM_WITH,Sulfinpyrazone,-8.95,-24.11,-8.96,-24.11
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Entacapone,-8.95,-24.11,-8.96,-24.11
Entacapone,HAS_ANTAGONISM_WITH,Sumatriptan,-5.49,-19.97,-5.5,-19.97
Sumatriptan,HAS_ANTAGONISM_WITH,Entacapone,-5.49,-19.97,-5.5,-19.97
Entacapone,HAS_ANTAGONISM_WITH,Naltrexone,-5.51,-20.22,-5.52,-20.22
Naltrexone,HAS_ANTAGONISM_WITH,Entacapone,-5.51,-20.22,-5.52,-20.22
Entacapone,HAS_ANTAGONISM_WITH,Dextromethorphan,-8.17,-18.33,-8.17,-18.33
Dextromethorphan,HAS_ANTAGONISM_WITH,Entacapone,-8.17,-18.33,-8.17,-18.33
Entacapone,HAS_ANTAGONISM_WITH,Terazosin,8.47,-6.19,8.46,-6.19
Terazosin,HAS_ANTAGONISM_WITH,Entacapone,8.47,-6.19,8.46,-6.19
Entacapone,HAS_ANTAGONISM_WITH,Thalidomide,-7.71,-22.86,-7.72,-22.86
Thalidomide,HAS_ANTAGONISM_WITH,Entacapone,-7.71,-22.86,-7.72,-22.86
Entacapone,HAS_ANTAGONISM_WITH,Enalaprilat,-7.65,-22.65,-7.65,-22.65
Enalaprilat,HAS_ANTAGONISM_WITH,Entacapone,-7.65,-22.65,-7.65,-22.65
Entacapone,HAS_ANTAGONISM_WITH,Tetracycline,8.85,-6.04,8.85,-6.04
Tetracycline,HAS_ANTAGONISM_WITH,Entacapone,8.85,-6.04,8.85,-6.04
Entacapone,HAS_ANTAGONISM_WITH,Phenprocoumon,-10.21,-24.24,-10.21,-24.24
Phenprocoumon,HAS_ANTAGONISM_WITH,Entacapone,-10.21,-24.24,-10.21,-24.24
Entacapone,HAS_ANTAGONISM_WITH,Teriflunomide,-20.5,-31.69,-20.5,-31.69
Teriflunomide,HAS_ANTAGONISM_WITH,Entacapone,-20.5,-31.69,-20.5,-31.69
Entacapone,HAS_ANTAGONISM_WITH,Aliskiren,-6.97,-21.34,-6.98,-21.34
Aliskiren,HAS_ANTAGONISM_WITH,Entacapone,-6.97,-21.34,-6.98,-21.34
Entacapone,HAS_SYNERGISM_WITH,Tolazoline,13.94,2.1,13.93,2.1
Tolazoline,HAS_SYNERGISM_WITH,Entacapone,13.94,2.1,13.93,2.1
Entacapone,HAS_ANTAGONISM_WITH,Tranexamic Acid,-1.81,-15.39,-1.83,-15.39
Tranexamic Acid,HAS_ANTAGONISM_WITH,Entacapone,-1.81,-15.39,-1.83,-15.39
Entacapone,HAS_ANTAGONISM_WITH,Itraconazole,-9.86,-23.37,-9.86,-23.37
Itraconazole,HAS_ANTAGONISM_WITH,Entacapone,-9.86,-23.37,-9.86,-23.37
Entacapone,HAS_ANTAGONISM_WITH,Tranylcypromine,-9.04,-23.57,-9.04,-23.57
Tranylcypromine,HAS_ANTAGONISM_WITH,Entacapone,-9.04,-23.57,-9.04,-23.57
Entacapone,HAS_ANTAGONISM_WITH,Trazodone,-9.42,-24.01,-9.42,-24.01
Trazodone,HAS_ANTAGONISM_WITH,Entacapone,-9.42,-24.01,-9.42,-24.01
Entacapone,HAS_ANTAGONISM_WITH,Triamterene,-0.52,-14.96,-0.53,-14.96
Triamterene,HAS_ANTAGONISM_WITH,Entacapone,-0.52,-14.96,-0.53,-14.96
Entacapone,HAS_ANTAGONISM_WITH,Trifluoperazine,-1.99,-16.25,-2.01,-16.25
Trifluoperazine,HAS_ANTAGONISM_WITH,Entacapone,-1.99,-16.25,-2.01,-16.25
Entacapone,HAS_SYNERGISM_WITH,Triflupromazine,15.82,1.13,15.81,1.13
Triflupromazine,HAS_SYNERGISM_WITH,Entacapone,15.82,1.13,15.81,1.13
Entacapone,HAS_ANTAGONISM_WITH,Trihexyphenidyl,-12.37,-26.46,-12.38,-26.46
Trihexyphenidyl,HAS_ANTAGONISM_WITH,Entacapone,-12.37,-26.46,-12.38,-26.46
Entacapone,HAS_ANTAGONISM_WITH,Trimethoprim,-4.72,-19.63,-4.72,-19.63
Trimethoprim,HAS_ANTAGONISM_WITH,Entacapone,-4.72,-19.63,-4.72,-19.63
Entacapone,HAS_SYNERGISM_WITH,Ranolazine,31.95,18.65,31.95,18.65
Ranolazine,HAS_SYNERGISM_WITH,Entacapone,31.95,18.65,31.95,18.65
Entacapone,HAS_ANTAGONISM_WITH,Zafirlukast,-12.55,-26.68,-12.57,-26.68
Zafirlukast,HAS_ANTAGONISM_WITH,Entacapone,-12.55,-26.68,-12.57,-26.68
Entacapone,HAS_ANTAGONISM_WITH,Zaleplon,-7.34,-21.97,-7.34,-21.97
Zaleplon,HAS_ANTAGONISM_WITH,Entacapone,-7.34,-21.97,-7.34,-21.97
Entacapone,HAS_ANTAGONISM_WITH,Zonisamide,-4.03,-18.35,-4.04,-18.35
Zonisamide,HAS_ANTAGONISM_WITH,Entacapone,-4.03,-18.35,-4.04,-18.35
Entacapone,HAS_ANTAGONISM_WITH,Prednisolone,-9.1,-12.67,-9.11,-12.67
Prednisolone,HAS_ANTAGONISM_WITH,Entacapone,-9.1,-12.67,-9.11,-12.67
Entacapone,HAS_SYNERGISM_WITH,Epinephrine,9.87,8.38,9.86,8.38
Epinephrine,HAS_SYNERGISM_WITH,Entacapone,9.87,8.38,9.86,8.38
Entacapone,HAS_ANTAGONISM_WITH,Carbachol,14.41,-0.19,14.39,-0.19
Carbachol,HAS_ANTAGONISM_WITH,Entacapone,14.41,-0.19,14.39,-0.19
Entacapone,HAS_ANTAGONISM_WITH,Spironolactone,4.22,-9.38,4.21,-9.38
Spironolactone,HAS_ANTAGONISM_WITH,Entacapone,4.22,-9.38,4.21,-9.38
Entacapone,HAS_ANTAGONISM_WITH,Liothyronine,-2.83,-17.3,-2.85,-17.3
Liothyronine,HAS_ANTAGONISM_WITH,Entacapone,-2.83,-17.3,-2.85,-17.3
Entacapone,HAS_ANTAGONISM_WITH,Ethinyl Estradiol,4.16,-11.1,4.16,-11.1
Ethinyl Estradiol,HAS_ANTAGONISM_WITH,Entacapone,4.16,-11.1,4.16,-11.1
Entacapone,HAS_ANTAGONISM_WITH,Testosterone,-15.81,-30.28,-15.83,-30.28
Testosterone,HAS_ANTAGONISM_WITH,Entacapone,-15.81,-30.28,-15.83,-30.28
Entacapone,HAS_ANTAGONISM_WITH,Tetrabenazine,-11.11,-25.59,-11.11,-25.59
Tetrabenazine,HAS_ANTAGONISM_WITH,Entacapone,-11.11,-25.59,-11.11,-25.59
Entacapone,HAS_ANTAGONISM_WITH,Zileuton,3.1,-9.34,3.1,-9.34
Zileuton,HAS_ANTAGONISM_WITH,Entacapone,3.1,-9.34,3.1,-9.34
Entacapone,HAS_ANTAGONISM_WITH,Clopidogrel,-7.88,-22.21,-7.88,-22.21
Clopidogrel,HAS_ANTAGONISM_WITH,Entacapone,-7.88,-22.21,-7.88,-22.21
Entacapone,HAS_ANTAGONISM_WITH,Tiagabine,11.27,-2.5,11.26,-2.5
Tiagabine,HAS_ANTAGONISM_WITH,Entacapone,11.27,-2.5,11.26,-2.5
Entacapone,HAS_ANTAGONISM_WITH,Ibutilide,6.5,-8.06,6.48,-8.06
Ibutilide,HAS_ANTAGONISM_WITH,Entacapone,6.5,-8.06,6.48,-8.06
Entacapone,HAS_ANTAGONISM_WITH,Aripiprazole,-11.47,-24.54,-11.48,-24.54
Aripiprazole,HAS_ANTAGONISM_WITH,Entacapone,-11.47,-24.54,-11.48,-24.54
Entacapone,HAS_ANTAGONISM_WITH,Proguanil,-8.54,-23.06,-8.54,-23.06
Proguanil,HAS_ANTAGONISM_WITH,Entacapone,-8.54,-23.06,-8.54,-23.06
Entacapone,HAS_ANTAGONISM_WITH,Cytarabine,-16.28,-16.64,-16.3,-16.64
Cytarabine,HAS_ANTAGONISM_WITH,Entacapone,-16.28,-16.64,-16.3,-16.64
Entacapone,HAS_ANTAGONISM_WITH,Ivermectin,-5.37,-14.01,-5.37,-14.01
Ivermectin,HAS_ANTAGONISM_WITH,Entacapone,-5.37,-14.01,-5.37,-14.01
Entacapone,HAS_SYNERGISM_WITH,Palonosetron,79.8,65.22,79.79,65.22
